id,status,question,best_ret,reason,required_terms,forbidden_terms,min_pic_count,language
100,locked,"""使用洗碗机前如何安装可折叠下层篮架？""","您好，机器下层碗篮上的两根可折叠架丝设计用于更方便地放置锅、碗等大件物品（1、2）
可参考配图：<PIC> Manual06_12。",local_systematic_v66,,,1,zh
101,locked,"""如何调节洗碗机满载时上下碗篮的高度？""","您好，洗碗机上层餐具篮/碗篮可根据餐具尺寸调节高度，具体取决于型号： 1. 使用篮滚轮调节时，先拨开上层篮导轨末端的限位器。 2. 取出碗篮，改变滚轮位置后再将碗篮放回导轨，并关闭限位器。 3. 若是带碗篮调节机构的型号，可抓住上层篮一侧架丝向上提起以升高碗篮，另一侧重复操作。 4. 需要降低时，按下碗篮调节机构上的卡扣，再在另一侧重复操作。 5. 调节后确认两侧处于同一水平，避免碗篮倾斜。
可参考配图：<PIC> Manual06_13、Manual06_14。",local_systematic_v66,,,1,zh
102,locked,"""如何清洁洗碗机的进水管滤网？""","您好，安装在进水管上的滤网可防止市政供水或自备水系统中的杂质（沙、污垢、铁锈等）损坏机器。 定期检查滤网和水管，必要时清洁。 1. 关闭水龙头并拆下水管。 2. 取出滤网后在自来水下清洁。 3. 将清洁后的滤网装回水管原位。 4. 将水管装回水龙头。
可参考配图：<PIC> Manual06_22。",local_systematic_v66,,,1,zh
103,locked,"""如何清洁洗碗机的上层喷淋臂？""","您好，清洁洗碗机上层喷淋臂时，请按以下步骤操作： 1. 先检查上层喷淋臂孔位是否堵塞。 2. 如有堵塞，拆下喷淋臂进行清洁。 3. 拧松固定螺母，取下喷淋臂。 4. 清理喷孔中的残渣并用水冲洗干净。 5. 清洁后重新装回喷淋臂，并确认能顺畅转动。
可参考配图：<PIC> Manual06_23。",local_systematic_v66,,,1,zh
104,locked,"""如何拆除空气净化器滤网的塑料包装？""","您好，首次使用空气净化器前需要先取下滤网塑料包装： 1. 关闭设备并拔下电源。 2. 双手握住设备上盖并向上拉起，再握住背部滤网盖把手向前拉出。 3. 取出滤网并去掉塑料包装。 4. 将滤网重新装入设备，确保滤网安装牢固。 5. 装回滤网盖和上盖。 6. 插上电源后，同时长按“睡眠 + 自动”键 5 秒以上完成初始化，红色滤网更换指示灯会熄灭。
可参考配图：<PIC> Manual03_0、Manual03_1、Manual03_2。",local_systematic_v66,,,1,zh
105,locked,"""如何安装空气净化器的脚轮？""","您好，空气净化器脚轮安装方法如下：1. 包装内小盒中有 4 个脚轮和 8 颗螺丝。2. 用螺丝刀拆下空气净化器底部四个底座。3. 每个脚轮用两颗螺丝固定，替换原底座。4. 保留拆下的底座和螺丝，以备后续使用。
可参考配图：<PIC> Manual03_14。",local_systematic_v66,,,1,zh
106,locked,"""空气净化器通常有哪些模式？如何设置？这些模式有什么特点？""","您好，空气净化器常见运行和设置功能包括： 1. 常规运行：按启动键开机，可用控制面板上下键选择风速，风速可在多个档位间调节。 2. 空气质量显示：室内空气质量指示灯会根据检测到的细颗粒物浓度显示不同颜色，帮助判断空气状态。 3. 安全锁：可长按指定按键开启，防止儿童误操作。 4. 滤网更换提醒：滤网更换指示灯变红时，需要更换滤网；更换后长按“睡眠 + 自动”键重置指示灯。
可参考配图：<PIC> Manual03_14、Manual03_18、Manual03_20。",local_systematic_v66,,,1,zh
107,locked,"""空气净化器的室内空气质量指示灯是什么？""","您好，可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态
可参考配图：<PIC> Manual03_20。",local_systematic_v66,,,1,zh
108,locked,"""如何清洁空气净化器的设备内外？""","您好，清洁空气净化器设备内外时，请先断开电源；外壳可用柔软干布擦拭，进风/出风口和内部灰尘可用吸尘器或软刷清理。不要用水直接冲洗设备，也不要使用强腐蚀清洁剂。
可参考配图：<PIC> Manual03_14。",local_systematic_v66,,,1,zh
109,locked,"""如何清洁空气净化器的滤网？""","您好，清洁空气净化器滤网时，可用吸尘器或软刷清洁预过滤网；如果滤网过脏请直接更换。说明书明确提醒：不要用水清洗滤网。
可参考配图：<PIC> Manual03_14。",local_systematic_v66,,,1,zh
110,locked,"""如何更换空气净化器的滤网？""","您好，空气净化器需要更换滤网时，滤网更换指示灯会亮红色。说明书建议每 6-12 个月更换一次滤网，具体周期会受使用环境影响。 更换滤网后，请长按控制面板上的“睡眠 + 自动”键 5 秒以上，重置滤网指示灯。
可参考配图：<PIC> Manual03_21。",local_systematic_v66,,,1,zh
111,locked,"""如何清洁空气净化器的灰尘传感器？""","您好，清洁空气净化器灰尘传感器时，请按以下步骤操作： 1. 双手握住设备上盖并向上拉起。 2. 握住背部滤网盖把手并向前拉出。 3. 拆下设备右侧的灰尘传感器盖。 4. 用蘸少量水的棉签擦拭灰尘传感器镜头和进风口，再用干净的干棉签彻底擦干。 5. 装回灰尘传感器盖和滤网盖，并将设备上盖标识朝前装回。
可参考配图：<PIC> Manual03_22、Manual03_23。",local_systematic_v66,,,1,zh
112,locked,"""空气净化器需要长期存放时该怎么做？""","您好，空气净化器长期存放前，建议在晴天让设备运行约 1 小时，帮助干燥内部；然后关闭并拔下电源，清洁设备后盖好防尘，并存放在干燥、避免阳光直射的位置。
可参考配图：<PIC> Manual03_14。",local_systematic_v66,,,1,zh
113,locked,"""如何了解这款健身单车的技术规格？""","您好，这款健身单车的技术规格包括：最大使用者重量 136 千克（300 磅），设备总占地面积 5670 平方厘米，机器重量 26.5 千克（58.4 磅）。认证方面，交流电源适配器符合 CE 认证，产品符合固定式健身器材 EN ISO 20957 国际标准 S 级。
可参考配图：<PIC> Manual14_0、Manual14_1、Manual14_2。",local_systematic_v66,,,1,zh
114,locked,"""启动健身单车前，我需要做什么？""","您好，
1. 分钟时间段。活动列每 2 分钟向右移动一次。如运动超过 30 分钟，活动列固定在最右侧，之前的列移出屏幕。 2. 坐在机器上。 3. 按增加/减少按钮选择正确的用户档案。如未设置用户档案，可选择无自定义数据的用户档案（仅默认值）。 4. 按快速启动按钮开始手动程序。 5. 如需改变阻力等级，按阻力增加/减少按钮。当前区间和未来区间将设置为新等级。手动模式默认阻力等级为 4。时间从 00:00 开始累计。注：如手动模式运动超过 99 分 59 秒（99:59），时间单位将自动切换为小时和分钟（如 1 小时 40 分钟）。 6. 运动结束时，停止踩踏并按暂停/结束按钮暂停运动。再次按暂停/结束按钮结束运动。注：运动结果将记录到当前用户档案。",local_systematic_v66,,,0,zh
115,locked,"""我听说买的这款健身单车配有控制台和显示功能，能为我介绍一下吗？""","您好，控制台可提供运动重要信息，并可在运动时控制阻力等级。控制台配有带触控按键的显示屏，用于浏览运动程序
可参考配图：<PIC> Manual14_21。",local_systematic_v66,,,1,zh
116,locked,"""在健身单车上运动前，我需要调整什么来保证运动的舒适度？""","您好，如腿部过直或脚无法踩到脚踏板，将立式单车座椅调低。如膝盖弯曲过度，将座椅调高。调节座椅前请先下车。！松开并拉出座管上的调节旋钮，将座椅调至所需高度，松开旋钮使锁销卡入。确保锁销完全卡入并拧紧旋钮
可参考配图：<PIC> Manual14_24。",local_systematic_v66,,,1,zh
117,locked,"""使用健身单车的轻松骑行类别时，我能体验到哪些预设运动程序？""","您好，健身单车“轻松骑行”类别下的预设运动程序包括：起伏山丘、公园骑行和轻松之旅。这些预设程序会自动控制阻力和运动等级，适合进行较轻松、节奏相对平稳的骑行训练。
可参考配图：<PIC> Manual14_27、Manual14_28、Manual14_29。",local_systematic_v66,,,1,zh
118,locked,"""使用健身单车的山地类别时，我能体验到哪些预设运动程序？""","您好，健身单车山地类别的预设运动程序包括 Pikes Peak（派克峰）、Mount Hood（胡德山）和 Pyramid（金字塔），这些程序会自动控制不同阻力和运动等级。
可参考配图：<PIC> Manual14_30、Manual14_31、Manual14_32。",local_systematic_v66,,,1,zh
119,locked,"""挑战健身单车的最高难度类别时，我能体验到哪些预设运动程序？""","您好，健身单车挑战类别的预设运动程序包括 Uphill Sprint（上坡冲刺）、Cross-Training（交叉训练）和 Interval Training（间歇训练），属于更高难度的自动阻力训练程序。
可参考配图：<PIC> Manual14_33、Manual14_34、Manual14_35。",local_systematic_v66,,,1,zh
120,locked,"""如果我想编辑健身单车的用户档案，需要遵循哪些步骤？""","您好，编辑健身单车用户档案时，可选择对应用户档案后进入编辑流程，按提示设置姓名、年龄、体重、身高、性别和首选运动数据显示等信息；保存后，该档案会用于记录运动结果和查看运动数据。
可参考配图：<PIC> Manual14_26。",local_systematic_v66,,,1,zh
121,locked,"""我想在使用健身单车时设置心率目标，能否根据我的年龄为我推荐合适的目标心率？""","您好，
1. 选择心率控制运动等级：初级（BEG）或高级（ADV），然后按确认键。 2. 按增加（♠）或减少（▼）按钮选择最大心率百分比：50–60%、60–70%、70–80%、80–90%。80–90% 心率区间运动前请咨询医生。 3. 按增加（♠）或减少（▼）按钮选择目标类型，然后按确认键。 4. 按增加（♠）或减少（▼）按钮设置运动目标值。注：设置目标时请留出时间让心率达到目标区间。 5. 按确认键开始运动。",local_systematic_v66,,,0,zh
122,locked,"""我听说这款健身单车有体能测试程序，这是什么功能？""",您好，体能测试程序用于评估体能水平变化。它会将功率输出（瓦特）与心率进行对比；体能提升后，在相同心率下通常能输出更高功率。使用该程序时，控制台需要能读取接触式心率传感器或心率监测仪数据，并会根据用户档案中的年龄和体重计算体能得分。,local_systematic_v66,,,0,zh
123,locked,"""如果要给电钻充电，需要遵循哪些步骤？""","您好，充电步骤（图1） 1. 插入电池组前，先将充电器插入合适的插座。 2 2. 如图1所示，将电池组（K）插入充电器，确保电池组完全就位。红色（充电）指示灯持续闪烁，表示充电过程已开始。 3. 红色指示灯常亮表示充电完成。电池组已充满电，此时可使用或留在充电器中。
可参考配图：<PIC> Manual11_2。",local_systematic_v66,,,1,zh
124,locked,"""我的DCB101型号电钻指示灯闪烁时，这些闪烁标识代表什么含义？""","您好，DCB101 充电器的指示灯状态含义如下： 1. 电池组充电中：表示电池正在充电。 2. 电池组已充满：表示电池已充满，可以使用或留在充电器中。 3. 过热/过冷延迟：表示电池温度过高或过低，充电器会暂停充电，待温度恢复后继续。 4. 电池组或充电器故障：表示电池组或充电器可能存在故障，需要重新插入电池组或送检确认。 5. 电源故障：红色指示灯快速闪烁两次后暂停，表示所接电源超出允许范围。
可参考配图：<PIC> drill0_08、drill0_09。",local_systematic_v66,,,1,zh
126,locked,"""使用电钻时，如何安装单套无键夹头？""","您好，安装单套无键夹头附件时，一手握住夹头黑色套筒，另一手固定工具；逆时针旋转套筒打开夹爪，插入附件约 19 mm（3/4 英寸），再顺时针旋紧套筒，确保附件被夹牢。
可参考配图：<PIC> drill0_01、drill0_02、drill0_03。",local_systematic_v66,,,1,zh
127,locked,"""如果要安装和拆卸电钻的电池组，需要遵循什么步骤？""","您好，安装电钻电池组时，先确认电池已充满电，将电池组对准工具手柄内的导轨，滑入手柄直到牢固就位且不会松脱。拆卸时，按下电池释放按钮，将电池组从手柄中平稳拔出。
可参考配图：<PIC> Manual11_8。",local_systematic_v66,,,1,zh
128,locked,"""使用电钻的腰带挂钩和批头夹时，需要特别注意什么？""","您好，腰带挂钩 B
可参考配图：<PIC> drill0_18。",local_systematic_v66,,,1,zh
129,locked,"""购买电钻后，应配备哪些附件？""",您好，购买电钻后，建议按作业需要配备合适的钻头、批头等附件，并按照说明书要求佩戴护目镜或其他眼部防护装备；冲击钻孔时还应佩戴听力防护装备。如果工具配有辅助手柄，也应按要求使用。附件应选择与工具规格兼容的正规配件，安装或拆卸前请先关闭工具并取下电池组。,local_systematic_v66,,,0,zh
130,locked,"""电钻的三年有限保修包含哪些内容？""",您好，电钻的三年有限保修通常覆盖正常使用下因材料或工艺缺陷导致的问题；同时说明书还提到购买后第一年内可免费维护工具并更换正常使用磨损部件，部分电池组享有两年或三年免费服务。享受保修服务通常需要提供购买凭证；人为改装、误用、滥用、非授权维修或不按说明书操作造成的损坏一般不在保修范围内。,local_systematic_v66,,,0,zh
131,locked,"""购买健身追踪器后，包装盒里应该有什么？""","您好，健身追踪器包装盒内通常包含：配有小号表带的手表、充电线，以及额外的大号表带。说明书也提示，可拆卸表带有多种颜色和材质，部分配件表带需要单独购买。
可参考配图：<PIC> Manual16_3。",local_systematic_v66,,,1,zh
132,locked,"""我刚发现健身追踪器电量低，该如何正确为其充电？""","您好，健身追踪器电量低时可以这样充电： 1. 将充电线插入电脑 USB 口、UL 认证 USB 墙充或其他低功率充电设备。 2. 将充电线另一端吸附到手表背面的充电触点，确保触点对齐并贴合。 3. 充电约 12 分钟可支持约 24 小时使用；完全充满通常需要 1-2 小时。 4. 充电时可轻触屏幕或按按钮查看电量，电量低时请及时充电。
可参考配图：<PIC> Manual16_1、Manual16_2。",local_systematic_v66,,,1,zh
133,locked,"""为了让健身追踪器性能更佳，日常佩戴和运动时该将其佩戴在什么位置？""",您好，将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明,local_systematic_v66,,,0,zh
134,locked,"""我的健身追踪器表带太紧了，该如何扣紧表带？""","扣紧表带 1. 将健身追踪器戴在手腕上。 2. 将底部表带穿入顶部表带的第一个环扣。 3. 收紧表带至舒适贴合，将表扣钉按入表带上的其中一个孔。如果使用小号表带的最后两个孔，我们建议更换为大号表带以获得更稳固的佩戴效果。 操作说明请参阅下一页“更换表带”。 4. 将表带的松散端穿入第二个环扣，使其平整贴在手腕上。确保表带不要过紧。佩戴时应留有空隙，可在手腕上轻微移动。
可参考配图：<PIC> Manual16_6、Manual16_7。",local_systematic_v66,,,1,zh
135,locked,"""我想取下健身追踪器，该如何正确拆卸表带？""","拆卸表带 1. 将健身追踪器翻面，找到表带卡扣。 2. 松开卡扣，将扁平按钮向表带方向滑动。 3. 轻轻将表带从手表上拔下松开。 4. 另一侧重复操作。 安装表带时，将其按入手表末端，直至听到咔嗒声并卡紧到位。带环扣和表扣钉的表带安装在手表顶部。
可参考配图：<PIC> Manual16_9、Manual16_10。",local_systematic_v66,,,1,zh
136,locked,"""我听说可以操作健身追踪器的界面，具体该遵循哪些步骤？""","您好，健身追踪器的基础界面操作可以按滑动和按钮来理解： 1. 从表盘向下滑动可打开快捷设置。 2. 从表盘向上滑动可查看通知。 3. 在表盘左右滑动可浏览功能卡片，例如每日目标、活动摘要、心率、睡眠、计时器、运动或天气。 4. 按按钮可打开应用或从应用返回表盘；长按表盘可切换表盘样式。
可参考配图：<PIC> Manual16_12、Manual16_13。",local_systematic_v66,,,1,zh
137,locked,"""健身追踪器能对手机的通知实现哪些功能？""",您好，健身追踪器可以接收手机通知。设置前请确认手机蓝牙已开启，且手机系统允许接收通知；然后在健身追踪器应用中进入设备卡片，打开通知相关设置。设置完成后，来电、消息或应用通知可同步到手表端查看，具体支持项目取决于手机和应用权限。,local_systematic_v66,,,0,zh
138,locked,"""能告诉我健身追踪器是如何追踪皮肤温度变化的吗？""","健身追踪器上的EDA扫描应用可检测皮肤电活动，这可能反映你身体对压力的反应。由于出汗量受交感神经系统控制，这些变化能显示身体对压力反应的重要趋势。可选择2分钟快速扫描或引导式课程。 1. 打开EDA扫描应用 2. 选择快速重置进行2分钟扫描，或引导式课程进行最长60分钟的扫描。 3. 如选择引导式课程，会出现通知提示打开健身追踪器应用。选择正念课程，点击播放音频。注意：高级版订阅用户可在健身追踪器应用中获取更多引导式冥想。 4. 将手放在屏幕上方。注意：手掌必须接触金属边框的全部四边。 5. 扫描期间保持静止。手放在健身追踪器上至少2分钟。 6. 如移开手，扫描会暂停。继续扫描：将手放回屏幕。结束课程：点击结束。
Reference images: <PIC> Manual16_35, Manual16_36.",local_systematic_v66,,,1,zh
139,locked,"""通过运动应用，健身追踪器是如何追踪并分析我的运动情况的？""","您好，健身追踪器可通过运动应用记录运动数据： 1. 在手表上打开运动应用，选择要记录的运动类型。 2. 运动过程中设备会记录与该运动相关的数据，例如活动时间、心率和运动表现。 3. 运动结束后，可在手表或配套应用中查看运动摘要，用于追踪和分析运动情况。
可参考配图：<PIC> Manual16_45。",local_systematic_v66,,,1,zh
140,locked,"""健身追踪器是如何测量我的心率的？""","您好，健身追踪器通过手表背面的传感器测量心率，佩戴时需要让传感器与手腕皮肤保持接触。 1. 正常佩戴时，设备会持续记录全天心率数据。 2. 运动时，心率数据会用于运动记录和分析。 3. 如果开启高/低心率通知，设备在检测到静止状态下心率超出阈值时会提醒。
可参考配图：<PIC> Manual16_4、Manual16_5。",local_systematic_v66,,,1,zh
141,locked,"""我该如何仅使用健身追踪器完成消费支付？""","您好，可以直接用健身追踪器进行非接触式支付： 1. 在手表上打开钱包或健身追踪器支付应用；部分机型可双击按钮快速打开。 2. 如有提示，输入 4 位手表 PIN 码。 3. 使用默认卡时，将手腕靠近支付终端；如需使用其他卡，先滑动选择卡片后再靠近终端。 4. 支付成功时，手表会震动并在屏幕上显示确认信息。使用支付功能时需将设备佩戴在手腕上。
可参考配图：<PIC> Manual16_46、Manual16_47。",local_systematic_v66,,,1,zh
142,locked,"""使用健身追踪器时，我可能会遇到哪些问题以及该如何解决？""","您好，健身追踪器如果出现无法同步、无法响应轻点/滑动/按钮操作、无法追踪步数或其他数据、无法显示通知等问题，说明书建议先重启手表。重启后如问题仍存在，再根据具体故障继续排查。
可参考配图：<PIC> Manual16_45。",local_systematic_v66,,,1,zh
144,locked,"""我想给健身追踪器设置锁屏，该如何实现？""","您好，可在手机上的健身追踪器应用中设置设备锁。进入设备卡片后打开设备锁功能，并按提示设置 4 位 PIN 码；之后在使用支付等敏感功能时，手表会要求输入 PIN。
可参考配图：<PIC> Manual16_45。",local_systematic_v66,,,1,zh
145,locked,"""使用冰箱冰柜时需要注意什么？只需告诉我手册中的前五条。""","您好，清洁、操作或更换冰箱冰柜内部灯泡时，请拔下电源插头。 1. 可能引发触电或伤害。 2. 更换冰箱冰柜内部灯泡时，确保灯座内的绝缘橡胶圈未被取下。
可参考配图：<PIC> Manual17_4。",local_systematic_v66,,,1,zh
146,locked,"""给冰箱连接电源时，需要做到哪些注意事项？只需告诉我手册中的前五条。""",您好，安装本冰箱冰柜前请参阅安装手册。 1. 切勿拉扯电源线拔下冰箱冰柜插头。务必握紧插头，直接从插座拔出。 2. 冰箱冰柜运行后，请勿触摸冷冻室低温表面，尤其是手部潮湿时。皮肤可能粘连在极冷表面。 3. 清洁冰箱冰柜前请拔下电源插头。切勿损坏、过度弯折、拉扯或扭曲电源线，电源线损坏可能引发火灾或触电。切勿将玻璃制品放入冷冻室，内部液体结冰可能导致破裂。 4. 请勿直接向冰箱冰柜内外喷水。有爆炸或火灾风险。 5. 请勿湿手插拔电源插头，以免触电。,local_systematic_v66,,,0,zh
153,locked,"""考虑到燃油高度易燃且有毒，使用发电机时我需要注意什么？""","加油时注意不要将燃油洒在发动机或消音器上。如不慎吞入燃油、吸入燃油蒸汽或燃油入眼，请立即就医。如燃油溅到皮肤或衣物上，请立即用肥皂水清洗并更换衣物。操作或运输发电机时，请务必保持机身直立。如发生倾斜，燃油可能从化油器或油箱泄漏。运输发电机时，请务必拧紧油箱盖通气旋钮
可参考配图：<PIC> generator_20、generator_21。",local_systematic_v66,,,1,zh
154,locked,"""发电机工作后，发动机和消音器可能会发烫，这种情况下我该如何保证自身安全？""","您好，发电机运行后发动机和消音器会发烫，请注意这些安全要求： 1. 将发电机放在行人和儿童不易接触的位置。 2. 不要在排气口附近放置易燃物，运行时发电机与建筑物或其他设备至少保持 1 米距离。 3. 发电机运行时不要覆盖防尘罩。 4. 搬运发电机时请使用提手，避免接触高温部位。
可参考配图：<PIC> generator_04、Manual18_8、Manual18_9。",local_systematic_v66,,,1,zh
155,locked,"""日常使用中，如何防止发电机触电事故的发生？""","您好，为防止发电机触电事故，请注意： 1. 不要在雨雪环境中运行发电机。 2. 不要用湿手触摸发电机，以免触电。 3. 发电机应正确接地；接地端子连接到埋入地下的接地棒。
可参考配图：<PIC> Manual18_12、Manual18_13、Manual18_14。",local_systematic_v66,,,1,zh
156,locked,"""需要通过发电机的燃油开关旋钮供油时，我该遵循哪些步骤？""","燃油高度易燃且有毒。请仔细阅读第4页“安全信息”。立即擦拭溢出的燃油。 1. 取下盖板①，松开化油器浮子室放油螺丝—，排空化油器内燃油。 2. 将燃油开关旋钮置于“关闭”位置，启动发动机直至自行停机，燃烧完化油器内剩余燃油。
可参考配图：<PIC> Manual18_19、Manual18_20。",local_systematic_v66,,,1,zh
157,locked,"""使用发电机时，燃油的使用前检查十分重要，该如何操作？""",您好，发电机使用前检查燃油时，请先确认油箱内燃油是否充足；如不足，请添加无铅汽油。加油时不要超过规定油位，避免燃油溢出；如有燃油洒出，应在启动前擦净并确认周围安全。,local_systematic_v66,,,0,zh
158,locked,"""启动发电机发动机的前两个步骤是什么？""","您好，启动发电机发动机的前几个步骤是： 1. 将油箱盖通气旋钮逆时针旋开一圈，打开油箱通气。 2. 将燃油开关旋钮置于 ON。
可参考配图：<PIC> Manual18_25、Manual18_26、Manual18_27。",local_systematic_v66,,,1,zh
159,locked,"""我需要给发电机连接交流电，该过程中如何保证自身安全？""","连接发电机前，务必确认所有电气设备（包括线路及插头连接）状态良好。插入插头前，务必关闭所有电气设备。务必确保总负载在发电机额定输出范围内。务必确保插座负载电流在插座额定电流范围内。 1. 将电源线在提手上缠绕2至3圈。 2. 启动发动机。 3. 插入交流插座。 4. 确认交流指示灯亮起。 ① 交流指示灯 5. 将经济控制开关置于“Ⅰ”（开启）位置，然后打开电气设备电源。 ① “Ⅰ”（开启）
可参考配图：<PIC> Manual18_33、Manual18_34。",local_systematic_v66,,,1,zh
160,locked,"""我注意到发电机上有两种不同的开关，请为我介绍一下。""","您好，发电机控制面板上需要重点区分发动机开关和经济控制开关： 1. 发动机开关控制点火系统：“开启”表示点火电路接通，可启动发动机；“停止”表示点火电路切断，发动机停机。 2. 经济控制开关置于开启档时，经济控制单元会根据外接负载调节发动机转速，可降低油耗并减少噪音。 3. 经济控制开关置于关闭档时，无论是否连接负载，发动机均以额定转速运行。 4. 使用压缩机、潜水泵等启动电流较大的设备时，说明书要求将经济控制开关置于关闭位置。
可参考配图：<PIC> Manual18_18、generator_06、generator_07。",local_systematic_v66,,,1,zh
161,locked,"""我该在哪里查找并记录发电机的标识信息？""","您好，发电机的标识信息主要包括产品识别码和机器序列号： 1. 请在说明书指定位置记录产品识别码和序列号，便于向发电机经销商订购零配件。 2. 这些识别码也建议另行妥善保管，以防机器被盗后用于核对。 3. 机器序列号通常位于机身标识位置，可参考说明书配图确认具体位置。
可参考配图：<PIC> Manual18_0、Manual18_1。",local_systematic_v66,,,1,zh
162,locked,"""使用发电机的直流保护器时，我需要注意什么？""","您好，当负载超过发电机额定输出时，直流保护器将自动断开
可参考配图：<PIC> generator_08。",local_systematic_v66,,,1,zh
163,locked,"""使用发电机前，对发动机机油进行使用前检查十分重要，正确的步骤是什么？""","您好，发电机使用前请检查发动机机油液位：将机器放在水平面上，取下机油加注口盖，确认机油达到上限位置；如不足，请添加推荐机油至上限后再启动。
可参考配图：<PIC> generator_17、generator_18。",local_systematic_v66,,,1,zh
164,locked,"""根据手册说明，启动发电机发动机的最后三个步骤是什么？""","您好，启动发电机发动机的最后步骤是： 1. 缓慢拉动反冲启动器至感觉啮合，再快速拉动启动发动机。 2. 发动机启动后进行暖机，直到把阻风门推回原位后发动机也不会熄火。 3. 最后将阻风门旋钮推回原位。
可参考配图：<PIC> Manual18_25、Manual18_26、Manual18_27。",local_systematic_v66,,,1,zh
165,locked,"""发电机的电池电量不足了，该如何正确充电？""",您好，发电机直流额定电压为12V。 1. 将充电线在提手上缠绕2至3圈，插入直流插座。,local_systematic_v66,,,0,zh
166,locked,"""我需要让发电机的发动机停机，告诉我该如何操作。""","您好，发电机发动机停机可按以下步骤操作： 1. 先断开所有用电设备。 2. 将发动机开关置于 STOP/停止位置。 3. 将燃油开关置于 OFF/关闭位置。 4. 最后拧紧油箱盖通气旋钮。
可参考配图：<PIC> generator_22、generator_23、generator_24。",local_systematic_v66,,,1,zh
167,locked,"""根据手册的建议，使用发电机时该如何检查火花塞？""","应定期拆卸并检查火花塞。 1. 取下盖板①。 2. 检查是否变色并清除积碳。 3. 检查火花塞型号及间隙。 ⊛ 间隙 4. 安装火花塞。 5. 安装盖板。
可参考配图：<PIC> Manual18_44、Manual18_45。",local_systematic_v66,,,1,zh
168,locked,"""为了正确更换发电机的发动机机油，我需要遵循的前六个步骤是什么？""","1. 将机器放置在水平面上，暖机数分钟，然后停机，将燃油开关旋钮置于“关闭”位置，顺时针拧紧油箱盖通气旋钮。 2. 取下盖板①。 3. 从发电机底部拆下放油接头①，打开机油加注口盖。 4. 将放油接头①安装到机油加注口。 5. 在发动机下方放置接油盘，倾斜发电机将机油完全排空。 6. 添加发动机机油至上限位置。 ① 上限 注：推荐发动机机油等级：API标准 SE级或SF级。
可参考配图：<PIC> Manual18_49、Manual18_50。",local_systematic_v66,,,1,zh
169,locked,"""我在操作发电机空气滤清器时出现了失误，请告诉我正确的步骤。""","1. 取下盖板①。 2. 松开固定空气滤清器盖⊛的卡箍○。 3. 取下空气滤清器盖及滤芯④。 4. 用溶剂清洗滤芯并晾干。 5. 给滤芯上油并挤出多余机油，滤芯应湿润但不滴油。 推荐机油：泡沫空气滤清器专用油或SAE 20号发动机油 注意 请勿拧绞滤芯，以免撕裂。 6. 将滤芯装入空气滤清器。 注：确保滤芯密封面与空气滤清器贴合，无漏气。
可参考配图：<PIC> Manual18_62、Manual18_63。",local_systematic_v66,,,1,zh
170,locked,"""如果发电机的发动机无法启动，我该怎么办？""","您好，如果发电机发动机无法启动，请先确认发动机开关在 ON 位置并拉动反冲启动器；如果机油警告灯闪烁，说明发动机机油不足，请添加机油后再重新启动。
可参考配图：<PIC> generator_05。",local_systematic_v66,,,1,zh
171,locked,"""我需要将发电机的燃油排空，该如何正确操作？""","燃油高度易燃且有毒。请仔细阅读第4页“安全信息”。立即擦拭溢出的燃油。 1. 取下盖板①，松开化油器浮子室放油螺丝—，排空化油器内燃油。 2. 将燃油开关旋钮置于“关闭”位置，启动发动机直至自行停机，燃烧完化油器内剩余燃油。
可参考配图：<PIC> Manual18_67、Manual18_68。",local_systematic_v66,,,1,zh
172,locked,"""使用该发电机为对电压敏感的精密设备供电前，我需要做什么？""",您好，务必确保总负载在发电机额定输出范围内，否则会损坏发电机。部分精密设备对电压敏感，可能需要比便携式发电机更稳定的电压供应，例如部分医疗设备、个人电脑及检测峰值电压和有效值电压的逆变器。使用便携式发电机为该类设备供电前，请咨询精密设备供应商,local_systematic_v66,,,0,zh
173,locked,"""在划船或钓鱼的场景中，拖曳速度、半滑航速度和滑航速度分别指什么，它们在技巧和应用上有何不同？""","您好，这三个速度状态可以这样理解： 1. 拖曳速度：低速直行或低速转向，用于熟悉操控、观察周围环境和做大范围 8 字路线练习。 2. 半滑航速度：速度比拖曳速度高，艇体开始抬升但尚未完全进入滑航状态，适合练习较平稳的大椭圆转向。 3. 滑航速度：艇体已进入较高速滑行状态，转向方式和低速时不同，转向角度受速度和喷射推力影响更明显，操作时应从平缓转向开始，逐步增加难度。
可参考配图：<PIC> Manual40_19。",local_systematic_v66,,,1,zh
174,locked,"""如何在深水中登上并平衡摩托艇，确保操作的安全性和稳定性？""","1. 游至艇尾，双手放在登艇平台上，单手抓住扶手。 2. 拉身体至平台跪姿，再移至座位跨坐。 3. 将熄火绳系在手腕上，将卡扣安装到熄火开关。 4. 双手紧握车把，双脚放入脚坑。 5. 反复练习登艇与平衡，直至整个过程中能保持良好平衡。
可参考配图：<PIC> Manual40_13、Manual40_14。",local_systematic_v66,,,1,zh
